reshares,likes,created_at
"{'reshared_count': 1, 'user_ids': [4640965]}","{'total': 18, 'user_ids': [4300954, 4548475, 4550114, 3254239, 783779, 4720416, 4281739, 4742915, 3209394, 4640965, 3435551, 4595366, 4528846, 1852106, 2174045, 4658134, 328190, 4263351]}",2021-01-28T08:30:55Z
,"{'total': 7, 'user_ids': [3934749, 482468, 4407759, 3540016, 3510182, 3410927, 3308731]}",2021-01-28T07:57:41Z
,,2021-01-22T19:00:00Z
,"{'total': 1, 'user_ids': [73684]}",2021-02-02T20:58:20Z
,,2021-02-23T15:03:53Z
,"{'total': 1, 'user_ids': [4287987]}",2021-01-19T22:07:22Z
,"{'total': 1, 'user_ids': [4512527]}",2021-02-01T17:45:13Z
,"{'total': 5, 'user_ids': [3859164, 2920876, 2945098, 4774246, 3224090]}",2021-02-01T13:43:14Z
,"{'total': 5, 'user_ids': [3634083, 690989, 3917445, 3147612, 3361496]}",2021-01-25T14:06:26Z
,"{'total': 3, 'user_ids': [4701770, 1523447, 5078082]}",2021-02-26T03:53:23Z
,"{'total': 1, 'user_ids': [3056919]}",2021-01-13T21:30:38Z
,"{'total': 1, 'user_ids': [4452585]}",2021-01-25T10:14:23Z
,"{'total': 1, 'user_ids': [4378547]}",2021-01-26T20:34:04Z
,"{'total': 1, 'user_ids': [1868534]}",2021-02-04T23:03:10Z
,"{'total': 1, 'user_ids': [3124887]}",2021-02-01T07:00:11Z
,,2021-02-24T21:39:37Z
,"{'total': 1, 'user_ids': [1860534]}",2021-01-27T01:07:05Z
,"{'total': 1, 'user_ids': [926535]}",2021-01-29T18:18:13Z
,"{'total': 9, 'user_ids': [3277114, 3418821, 4111277, 1231418, 3884708, 4792842, 4292583, 4727996, 4476196]}",2021-02-01T13:37:39Z
,,2021-02-24T21:02:04Z
,,2021-01-29T23:15:46Z
,"{'total': 2, 'user_ids': [5108483, 3608020]}",2021-02-25T17:54:43Z
,"{'total': 4, 'user_ids': [607114, 4038213, 4757570, 4470774]}",2021-02-02T16:34:45Z
,,2021-02-09T16:59:23Z
,"{'total': 6, 'user_ids': [2869563, 4289690, 2014316, 1160715, 1849150, 1094749]}",2021-02-22T02:07:52Z
,"{'total': 1, 'user_ids': [3634423]}",2021-01-15T19:36:48Z
,"{'total': 1, 'user_ids': [4267402]}",2021-01-26T17:48:10Z
,,2021-02-25T00:21:36Z
,"{'total': 1, 'user_ids': [4744196]}",2021-02-09T01:36:10Z
,,2021-02-25T15:03:11Z
,,2021-02-26T18:02:27Z
,"{'total': 2, 'user_ids': [1437296, 866244]}",2021-01-22T17:34:02Z
,"{'total': 3, 'user_ids': [2836397, 4647563, 3579849]}",2021-02-02T19:10:02Z
,,2021-01-25T17:52:58Z
,"{'total': 6, 'user_ids': [4162105, 4319456, 3818876, 4757488, 4754775, 1441337]}",2021-01-30T17:56:49Z
,,2021-02-24T21:55:01Z
,"{'total': 2, 'user_ids': [1192003, 1437013]}",2021-02-09T22:59:08Z
,"{'total': 4, 'user_ids': [1616489, 3831642, 3119300, 4403442]}",2021-01-28T16:24:00Z
,"{'total': 5, 'user_ids': [4278057, 4003061, 4232414, 2874009, 2048215]}",2021-01-25T17:19:35Z
,"{'total': 2, 'user_ids': [4155139, 3678723]}",2021-01-27T07:52:19Z
,"{'total': 5, 'user_ids': [4586735, 3807225, 4514762, 3303708, 4574709]}",2021-01-27T11:28:08Z
,"{'total': 2, 'user_ids': [911299, 1243494]}",2021-02-17T18:21:32Z
,,2021-01-26T21:38:24Z
,"{'total': 1, 'user_ids': [4106566]}",2021-01-13T22:41:31Z
,"{'total': 4, 'user_ids': [4410660, 4512527, 4876857, 3608020]}",2021-02-24T14:13:29Z
,,2021-02-26T18:27:52Z
,"{'total': 1, 'user_ids': [3126443]}",2021-01-27T15:20:38Z
,"{'total': 1, 'user_ids': [3056919]}",2021-01-27T19:45:48Z
,,2021-02-01T14:44:00Z
,"{'total': 3, 'user_ids': [4833315, 4501296, 4459866]}",2021-02-02T14:00:12Z
,,2021-01-28T01:21:18Z
,"{'total': 10, 'user_ids': [4408099, 4048587, 3182362, 3262175, 4457178, 1818504, 4436334, 4565781, 3675285, 3963465]}",2021-01-14T21:20:00Z
,,2021-02-25T12:27:58Z
,,2021-01-28T21:47:52Z
,"{'total': 1, 'user_ids': [3482842]}",2021-02-01T16:20:48Z
,,2021-02-02T21:41:34Z
,"{'total': 5, 'user_ids': [1638880, 3886793, 3634423, 3277735, 3657268]}",2021-01-26T13:16:31Z
,,2021-01-22T17:48:08Z
,"{'total': 1, 'user_ids': [1273559]}",2021-01-26T14:51:41Z
,,2021-01-25T17:47:21Z
,"{'total': 1, 'user_ids': [4357468]}",2021-01-22T17:49:32Z
,"{'total': 2, 'user_ids': [1666873, 3514662]}",2021-01-29T02:41:37Z
"{'reshared_count': 1, 'user_ids': [4315776]}","{'total': 4, 'user_ids': [4315776, 1285834, 2871445, 3389371]}",2021-01-15T07:22:30Z
,,2021-01-27T03:53:42Z
,"{'total': 1, 'user_ids': [1061883]}",2021-02-07T16:40:26Z
,,2021-01-15T00:28:33Z
,,2021-01-22T18:06:40Z
,"{'total': 3, 'user_ids': [3903826, 4398489, 4763634]}",2021-02-01T18:36:47Z
,"{'total': 1, 'user_ids': [4367066]}",2021-01-28T17:10:55Z
,"{'total': 3, 'user_ids': [4690267, 4652580, 4405249]}",2021-02-02T19:23:05Z
,"{'total': 1, 'user_ids': [1308582]}",2021-02-03T17:57:31Z
,"{'total': 2, 'user_ids': [1337652, 3492113]}",2021-02-05T04:37:59Z
,"{'total': 5, 'user_ids': [2163617, 4409085, 885251, 1868534, 4776755]}",2021-01-31T05:02:28Z
,,2021-01-21T16:42:23Z
,"{'total': 6, 'user_ids': [1019399, 3713544, 4241388, 1278208, 2173209, 1868534]}",2021-02-03T04:52:31Z
,"{'total': 1, 'user_ids': [798698]}",2021-01-27T01:18:35Z
,"{'total': 11, 'user_ids': [3849934, 266502, 3975548, 445459, 4495662, 4171040, 3555930, 3225579, 4494192, 740253, 3499482]}",2021-01-11T03:31:59Z
,"{'total': 4, 'user_ids': [4205555, 3135755, 3417731, 4519768]}",2021-02-04T00:10:29Z
,"{'total': 4, 'user_ids': [5108483, 4859505, 4022349, 3205039]}",2021-02-25T22:14:38Z
,"{'total': 1, 'user_ids': [4323444]}",2021-02-01T15:37:40Z
,"{'total': 2, 'user_ids': [4596324, 4848704]}",2021-02-26T12:03:33Z
,,2021-01-28T12:44:34Z
,"{'total': 1, 'user_ids': [3119300]}",2021-02-25T15:18:37Z
,"{'total': 1, 'user_ids': [2905107]}",2021-01-25T18:49:48Z
,"{'total': 1, 'user_ids': [4931040]}",2021-02-25T12:31:03Z
,"{'total': 6, 'user_ids': [3949630, 3308135, 605315, 3599201, 3264577, 4557354]}",2021-01-25T19:43:48Z
,"{'total': 4, 'user_ids': [796566, 3000527, 1361905, 3119300]}",2021-02-01T22:38:38Z
,"{'total': 2, 'user_ids': [3634423, 4532324]}",2021-01-26T00:23:46Z
,"{'total': 24, 'user_ids': [1246869, 4658656, 4302658, 1486053, 4774488, 2173209, 592751, 2086338, 3870417, 4140238, 4057058, 740085, 4821688, 4629560, 1210243, 4817234, 4392625, 3958804, 405352, 4738430, 2131584, 1100034, 2171369, 2873491]}",2021-02-09T13:14:21Z
,"{'total': 2, 'user_ids': [4478549, 2875341]}",2021-02-26T11:52:11Z
,"{'total': 5, 'user_ids': [3664320, 3886922, 4430034, 1599897, 1158176]}",2021-02-02T22:33:26Z
,,2021-01-13T17:11:06Z
,,2021-02-03T14:21:26Z
,"{'total': 5, 'user_ids': [4490771, 4077013, 3579849, 4457259, 4612425]}",2021-02-02T00:26:35Z
,"{'total': 1, 'user_ids': [4292183]}",2021-01-25T16:04:00Z
,"{'total': 1, 'user_ids': [1357889]}",2021-01-29T21:05:57Z
,,2021-02-04T14:46:09Z
,"{'total': 2, 'user_ids': [4610447, 1106764]}",2021-01-28T20:33:29Z
,"{'total': 6, 'user_ids': [1927839, 4287274, 3860206, 4373561, 4705205, 4656606]}",2021-01-29T01:35:50Z
,"{'total': 19, 'user_ids': [3975548, 4246388, 3150327, 4390815, 2265445, 445459, 4376723, 3766942, 2837300, 4039422, 829188, 4457178, 4287987, 4183070, 4491987, 4495662, 4534443, 4500593, 4227191]}",2021-01-11T22:19:30Z
,"{'total': 1, 'user_ids': [613135]}",2021-01-29T01:27:45Z
,"{'total': 1, 'user_ids': [3608020]}",2021-02-04T11:43:42Z
,,2021-01-25T16:16:06Z
,,2021-01-22T17:42:42Z
,"{'total': 1, 'user_ids': [4604206]}",2021-01-17T01:49:09Z
,,2021-02-26T17:24:22Z
,"{'total': 1, 'user_ids': [3768626]}",2021-02-10T21:00:26Z
,"{'total': 1, 'user_ids': [3694151]}",2021-01-27T20:29:50Z
,"{'total': 1, 'user_ids': [2812439]}",2021-02-02T13:01:09Z
,"{'total': 14, 'user_ids': [2186656, 1556112, 4509511, 3360760, 3373016, 3415993, 1187821, 3302601, 4537351, 3740975, 3874078, 1132792, 3546581, 1469713]}",2021-01-31T01:26:54Z
,"{'total': 7, 'user_ids': [4685364, 3771618, 4762981, 4733568, 3379477, 3478676, 4023487]}",2021-02-08T19:22:25Z
,"{'total': 2, 'user_ids': [4177944, 1871208]}",2021-02-04T16:31:45Z
,"{'total': 3, 'user_ids': [3579849, 4802392, 2883538]}",2021-01-31T17:37:38Z
"{'reshared_count': 1, 'user_ids': [4573672]}","{'total': 19, 'user_ids': [2062888, 3020063, 4466728, 4573672, 4658856, 531458, 590115, 4018998, 69689, 4073773, 4353966, 3776335, 420947, 2996637, 4341567, 1174773, 3647852, 3527695, 3454666]}",2021-01-26T09:42:10Z
,,2021-01-28T18:39:36Z
,"{'total': 8, 'user_ids': [134854, 1361905, 3144421, 3709735, 4115760, 1949940, 4572682, 2988632]}",2021-01-26T18:15:08Z
,"{'total': 3, 'user_ids': [5008000, 5052511, 2902978]}",2021-02-22T20:18:36Z
,,2021-01-30T02:05:59Z
"{'reshared_count': 1, 'user_ids': [3262848]}","{'total': 1, 'user_ids': [3751010]}",2021-01-29T13:25:09Z
,,2021-01-27T19:00:14Z
"{'reshared_count': 1, 'user_ids': [110487]}",,2021-02-25T19:16:15Z
,"{'total': 1, 'user_ids': [1847715]}",2021-02-01T23:23:20Z
,"{'total': 2, 'user_ids': [4038957, 4296703]}",2021-01-27T17:56:11Z
,"{'total': 2, 'user_ids': [4633024, 871568]}",2021-02-25T14:46:18Z
,"{'total': 3, 'user_ids': [1146450, 1643252, 4753471]}",2021-02-01T21:26:10Z
,"{'total': 1, 'user_ids': [4320942]}",2021-01-27T18:37:56Z
,"{'total': 2, 'user_ids': [4514193, 629319]}",2021-01-28T20:08:27Z
,,2021-01-28T19:56:00Z
,"{'total': 3, 'user_ids': [4715165, 4392724, 287580]}",2021-01-27T17:46:11Z
,,2021-02-08T15:42:05Z
,,2021-01-13T16:40:24Z
,"{'total': 5, 'user_ids': [3788682, 4119848, 3865484, 1818504, 4368877]}",2021-01-21T22:10:45Z
,"{'total': 1, 'user_ids': [1243494]}",2021-01-14T09:41:09Z
,,2021-01-19T16:28:38Z
,,2021-02-26T14:46:30Z
,,2021-02-26T18:21:14Z
,"{'total': 1, 'user_ids': [1466488]}",2021-01-28T20:07:35Z
"{'reshared_count': 5, 'user_ids': [4626337, 4626337, 4626337, 4626337, 4626337]}","{'total': 2, 'user_ids': [4670542, 3584834]}",2021-02-10T16:41:56Z
,"{'total': 5, 'user_ids': [4265641, 1146450, 4703073, 4458937, 3805533]}",2021-01-28T01:22:46Z
"{'reshared_count': 1, 'user_ids': [2090126]}",,2021-01-31T15:42:45Z
,"{'total': 4, 'user_ids': [1098976, 2972419, 3379614, 4120211]}",2021-01-28T11:43:09Z
,,2021-01-26T21:56:06Z
,"{'total': 5, 'user_ids': [1192003, 4974270, 4912919, 4965349, 5006278]}",2021-02-10T23:09:37Z
,,2021-02-24T21:46:17Z
,"{'total': 3, 'user_ids': [3971622, 4434894, 4490771]}",2021-02-03T02:04:26Z
,"{'total': 2, 'user_ids': [1868534, 4391382]}",2021-02-10T14:45:56Z
,"{'total': 2, 'user_ids': [2194555, 4512527]}",2021-02-14T08:05:06Z
"{'reshared_count': 1, 'user_ids': [4724808]}","{'total': 8, 'user_ids': [4120022, 4372010, 3228119, 3931825, 4639416, 4516246, 3689185, 4596250]}",2021-02-09T03:18:50Z
,"{'total': 3, 'user_ids': [1221138, 1146450, 4163917]}",2021-02-01T23:32:13Z
,"{'total': 2, 'user_ids': [617630, 4608085]}",2021-01-28T16:05:06Z
,,2021-01-27T01:29:04Z
,"{'total': 3, 'user_ids': [3277378, 3519815, 1504353]}",2021-01-26T16:01:01Z
,,2021-02-24T20:50:42Z
,,2021-01-25T09:39:25Z
,,2021-01-27T04:30:36Z
,"{'total': 1, 'user_ids': [4718472]}",2021-02-26T21:35:02Z
,,2021-01-28T14:03:19Z
,,2021-02-25T19:20:26Z
,,2021-01-28T14:03:31Z
,,2021-02-24T20:17:44Z
,"{'total': 2, 'user_ids': [4162456, 4399648]}",2021-01-25T18:55:54Z
,"{'total': 1, 'user_ids': [1437296]}",2021-01-13T17:23:33Z
,"{'total': 3, 'user_ids': [3857505, 4774246, 1792834]}",2021-02-05T01:29:08Z
,"{'total': 5, 'user_ids': [4424307, 4579536, 3978077, 2140152, 4281925]}",2021-02-05T09:33:46Z
,,2021-02-02T21:30:21Z
,"{'total': 3, 'user_ids': [3176521, 1579542, 2981054]}",2021-02-05T04:58:23Z
,,2021-02-25T14:34:14Z
,"{'total': 1, 'user_ids': [3205039]}",2021-02-25T20:43:29Z
,,2021-01-29T17:02:23Z
,"{'total': 1, 'user_ids': [4302862]}",2021-01-27T12:48:33Z
,,2021-02-26T00:14:49Z
,"{'total': 13, 'user_ids': [4610447, 4656048, 4443276, 3397706, 4537302, 2982092, 4465756, 3123485, 870262, 4298109, 4603750, 4585061, 3828142]}",2021-01-28T03:20:17Z
,"{'total': 2, 'user_ids': [1884282, 3466008]}",2021-02-02T15:57:32Z
,"{'total': 1, 'user_ids': [1868534]}",2021-02-02T14:25:15Z
,"{'total': 5, 'user_ids': [4291891, 3780403, 3308135, 2959855, 3407368]}",2021-01-19T13:25:27Z
"{'reshared_count': 1, 'user_ids': [4463199]}","{'total': 2, 'user_ids': [4636958, 4109596]}",2021-01-27T09:36:46Z
,"{'total': 1, 'user_ids': [807479]}",2021-01-27T19:05:10Z
,"{'total': 3, 'user_ids': [4596506, 1243494, 3608020]}",2021-02-01T15:16:06Z
"{'reshared_count': 1, 'user_ids': [4542720]}","{'total': 2, 'user_ids': [4542720, 4714284]}",2021-01-29T11:54:01Z
,,2021-02-02T16:32:59Z
,"{'total': 2, 'user_ids': [4518164, 3931250]}",2021-02-02T19:09:20Z
,"{'total': 1, 'user_ids': [4846300]}",2021-02-04T17:51:31Z
,"{'total': 3, 'user_ids': [4898674, 1690514, 4965970]}",2021-02-26T13:12:43Z
,"{'total': 4, 'user_ids': [537680, 4205555, 4351390, 4325654]}",2021-02-05T21:29:17Z
,,2021-01-24T16:49:49Z
,"{'total': 1, 'user_ids': [4246388]}",2021-01-19T19:25:02Z
,,2021-01-25T06:43:33Z
,"{'total': 2, 'user_ids': [1821327, 3301203]}",2021-01-22T17:59:52Z
"{'reshared_count': 1, 'user_ids': [3901649]}","{'total': 1, 'user_ids': [3901649]}",2021-02-02T14:48:05Z
,"{'total': 2, 'user_ids': [234399, 3220724]}",2021-02-04T14:50:56Z
,,2021-01-25T09:12:18Z
,"{'total': 6, 'user_ids': [2059441, 3985883, 261708, 4659127, 3950545, 853540]}",2021-01-28T22:58:22Z
,"{'total': 6, 'user_ids': [2173209, 2919211, 2053497, 3349985, 1326854, 4654500]}",2021-02-05T00:40:32Z
,"{'total': 6, 'user_ids': [724673, 3056919, 3223240, 1063470, 1389100, 3529794]}",2021-01-26T18:17:41Z
,"{'total': 2, 'user_ids': [4251418, 3567428]}",2021-01-29T03:45:16Z
,"{'total': 3, 'user_ids': [4163295, 612894, 3790068]}",2021-01-26T13:57:04Z
,"{'total': 15, 'user_ids': [3975548, 3191178, 3324828, 4287987, 4491987, 445459, 2010433, 429625, 2870951, 3768626, 4162961, 4495662, 3033999, 2891025, 3311523]}",2021-01-09T22:45:19Z
,,2021-02-25T10:36:23Z
,"{'total': 2, 'user_ids': [3768626, 4164562]}",2021-01-21T18:33:32Z
,"{'total': 2, 'user_ids': [3608020, 5111907]}",2021-02-24T07:52:13Z
,,2021-02-10T19:53:32Z
,"{'total': 2, 'user_ids': [4626511, 3475114]}",2021-02-26T15:57:56Z
,"{'total': 1, 'user_ids': [4542250]}",2021-01-22T17:57:42Z
,,2021-01-26T20:44:08Z
,"{'total': 17, 'user_ids': [2996762, 1653484, 4233997, 3579849, 3209997, 1572833, 4546803, 2869772, 1065595, 4720416, 1950996, 3867702, 4017795, 4343562, 3873556, 1918781, 3791688]}",2021-01-28T00:11:13Z
,,2021-01-27T23:37:49Z
,,2021-02-10T17:44:59Z
,"{'total': 2, 'user_ids': [4785402, 4395473]}",2021-02-19T20:37:43Z
,"{'total': 1, 'user_ids': [4953285]}",2021-02-12T19:05:37Z
,"{'total': 4, 'user_ids': [4044284, 3818876, 3889868, 4601237]}",2021-01-28T08:01:18Z
,"{'total': 1, 'user_ids': [3064943]}",2021-01-27T16:45:13Z
,"{'total': 2, 'user_ids': [824939, 2992941]}",2021-02-18T11:04:35Z
,,2021-01-28T14:50:09Z
,,2021-01-27T13:56:39Z
,"{'total': 3, 'user_ids': [4073773, 1437296, 4592015]}",2021-01-25T20:56:40Z
,"{'total': 11, 'user_ids': [4584042, 4418982, 4555201, 4549722, 499755, 4032312, 3617767, 3994098, 3612074, 4721510, 935508]}",2021-01-29T02:33:07Z
,,2021-01-29T02:33:35Z
,,2021-01-26T21:42:02Z
,,2021-02-04T18:08:50Z
,"{'total': 2, 'user_ids': [738207, 4851958]}",2021-02-24T23:28:43Z
,"{'total': 6, 'user_ids': [4344208, 1893628, 2216664, 446745, 849697, 3326994]}",2021-01-29T03:48:38Z
,"{'total': 18, 'user_ids': [2017648, 3024647, 945225, 4367945, 3718053, 2235688, 3754752, 4523002, 1877622, 3422191, 4730490, 2256954, 3345638, 4007853, 4608085, 1293280, 4113891, 1414509]}",2021-01-29T02:03:36Z
,"{'total': 3, 'user_ids': [4484057, 4665703, 4549804]}",2021-02-05T09:29:12Z
,"{'total': 1, 'user_ids': [3690110]}",2021-01-27T19:30:01Z
,,2021-02-02T13:52:14Z
,"{'total': 2, 'user_ids': [1156784, 2048215]}",2021-01-29T11:34:32Z
,"{'total': 2, 'user_ids': [2149017, 2246587]}",2021-02-12T03:10:59Z
,"{'total': 3, 'user_ids': [4507984, 3975548, 3160013]}",2021-01-14T13:32:29Z
,"{'total': 1, 'user_ids': [3833963]}",2021-02-04T22:34:47Z
,"{'total': 1, 'user_ids': [4711394]}",2021-02-01T15:50:29Z
"{'reshared_count': 1, 'user_ids': [4375201]}","{'total': 2, 'user_ids': [1712056, 59804]}",2021-02-02T04:13:54Z
,"{'total': 3, 'user_ids': [1064227, 4034300, 4470208]}",2021-01-28T14:50:13Z
,"{'total': 3, 'user_ids': [2959855, 3579849, 3429138]}",2021-01-28T21:46:48Z
,,2021-02-02T19:24:02Z
"{'reshared_count': 1, 'user_ids': [3733007]}","{'total': 1, 'user_ids': [2194555]}",2021-01-31T21:14:28Z
,"{'total': 2, 'user_ids': [3975548, 3676715]}",2021-01-13T17:59:41Z
,"{'total': 3, 'user_ids': [2857646, 4167780, 3501976]}",2021-01-28T17:16:25Z
,"{'total': 7, 'user_ids': [4325654, 3834752, 4816178, 4494596, 4675378, 4632683, 4681820]}",2021-02-03T14:17:58Z
,"{'total': 2, 'user_ids': [4665703, 3170880]}",2021-02-03T09:29:08Z
,,2021-02-25T14:05:48Z
"{'reshared_count': 1, 'user_ids': [4481266]}","{'total': 6, 'user_ids': [2090366, 3579849, 437903, 1587264, 4552646, 4700745]}",2021-01-28T21:50:39Z
,,2021-01-25T15:42:21Z
,"{'total': 1, 'user_ids': [4543341]}",2021-02-01T17:22:01Z
,,2021-01-28T16:26:30Z
,,2021-01-25T17:54:24Z
,"{'total': 1, 'user_ids': [3881075]}",2021-01-28T00:49:30Z
,,2021-01-13T19:33:56Z
,"{'total': 1, 'user_ids': [3883551]}",2021-01-18T03:17:38Z
,"{'total': 2, 'user_ids': [3047620, 3453746]}",2021-02-04T16:36:34Z
,"{'total': 3, 'user_ids': [1545720, 224115, 2922891]}",2021-01-28T15:54:15Z
,"{'total': 4, 'user_ids': [4300019, 3949455, 4785402, 1705820]}",2021-02-09T17:38:41Z
,"{'total': 4, 'user_ids': [3794831, 4563538, 2785899, 508265]}",2021-01-28T14:23:56Z
,"{'total': 2, 'user_ids': [1669138, 1705800]}",2021-01-28T05:15:52Z
,,2021-02-05T16:04:34Z
,"{'total': 4, 'user_ids': [708910, 4167450, 2738946, 2841435]}",2021-02-01T00:16:04Z
,"{'total': 1, 'user_ids': [1927767]}",2021-02-05T14:43:10Z
,"{'total': 3, 'user_ids': [3975548, 1436857, 3612128]}",2021-01-11T14:16:08Z
,"{'total': 2, 'user_ids': [4592055, 3033999]}",2021-01-26T18:04:35Z
,,2021-02-05T04:54:17Z
,"{'total': 4, 'user_ids': [3883511, 2170680, 4820102, 4065698]}",2021-02-01T15:25:15Z
,"{'total': 2, 'user_ids': [4424307, 3575392]}",2021-02-09T16:54:33Z
,"{'total': 5, 'user_ids': [2894689, 1695675, 1437296, 4530827, 4648808]}",2021-01-25T18:48:50Z
,"{'total': 1, 'user_ids': [4102373]}",2021-02-10T18:30:41Z
,,2021-01-27T17:28:10Z
,,2021-02-25T21:08:02Z
,"{'total': 3, 'user_ids': [808937, 4481406, 4325706]}",2021-01-28T00:03:37Z
,"{'total': 1, 'user_ids': [4367066]}",2021-01-29T21:08:32Z
"{'reshared_count': 1, 'user_ids': [824072]}","{'total': 4, 'user_ids': [4519609, 4140544, 1937073, 4626872]}",2021-01-28T01:41:14Z
,"{'total': 1, 'user_ids': [1106007]}",2021-01-30T23:45:23Z
,"{'total': 10, 'user_ids': [4590867, 3193054, 3613988, 3868155, 4534068, 3817679, 3981645, 4732177, 3234977, 4591240]}",2021-01-27T23:47:02Z
,"{'total': 8, 'user_ids': [3282936, 1106812, 3163228, 1481379, 384510, 4356569, 4618094, 4212979]}",2021-01-30T00:22:39Z
,"{'total': 7, 'user_ids': [4610058, 1874322, 3741548, 3688898, 911299, 1860534, 1361905]}",2021-01-27T06:31:36Z
,"{'total': 2, 'user_ids': [1613851, 1977438]}",2021-02-03T15:44:09Z
,,2021-01-25T15:48:41Z
,"{'total': 4, 'user_ids': [4332489, 3634423, 3975548, 4310181]}",2021-01-15T19:16:43Z
,"{'total': 1, 'user_ids': [3413058]}",2021-01-28T12:38:32Z
,,2021-02-03T17:27:08Z
,"{'total': 2, 'user_ids': [1096123, 4376767]}",2021-02-02T16:36:31Z
,"{'total': 10, 'user_ids': [4610447, 3601700, 3774747, 4593062, 3272370, 279816, 852387, 4623371, 3772294, 3363060]}",2021-01-29T07:06:45Z
,"{'total': 1, 'user_ids': [3676715]}",2021-01-27T01:48:36Z
,"{'total': 2, 'user_ids': [3482733, 3751329]}",2021-01-27T09:09:06Z
,"{'total': 1, 'user_ids': [3977012]}",2021-01-29T02:21:01Z
,"{'total': 2, 'user_ids': [1185711, 501277]}",2021-02-25T21:06:25Z
,"{'total': 3, 'user_ids': [3608020, 4750712, 4490771]}",2021-02-01T21:55:37Z
,"{'total': 1, 'user_ids': [4279029]}",2021-01-26T15:41:22Z
,,2021-02-01T19:20:14Z
,,2021-02-10T18:57:09Z
,"{'total': 2, 'user_ids': [4700410, 4881060]}",2021-02-26T16:39:12Z
,"{'total': 2, 'user_ids': [4444620, 3325553]}",2021-01-25T14:49:46Z
,"{'total': 1, 'user_ids': [4379566]}",2021-01-27T10:38:12Z
,"{'total': 1, 'user_ids': [632273]}",2021-01-29T16:20:14Z
,,2021-02-01T18:44:48Z
,,2021-01-26T20:25:01Z
,"{'total': 6, 'user_ids': [2226630, 3637469, 4523645, 1918471, 4674916, 3284756]}",2021-02-04T10:27:23Z
,"{'total': 2, 'user_ids': [1038108, 4378482]}",2021-01-26T21:41:05Z
"{'reshared_count': 1, 'user_ids': [3700028]}","{'total': 5, 'user_ids': [3039702, 4529706, 3700028, 1413218, 4478826]}",2021-01-28T19:10:36Z
,"{'total': 2, 'user_ids': [4862024, 776085]}",2021-02-05T14:42:15Z
,"{'total': 9, 'user_ids': [4495662, 3033999, 3975548, 3600941, 4319813, 4171040, 1484161, 3191178, 3165004]}",2021-01-01T03:12:45Z
,"{'total': 4, 'user_ids': [4433751, 1466488, 4304292, 1997489]}",2021-02-01T21:45:20Z
,"{'total': 5, 'user_ids': [3998142, 4095034, 3311523, 3242452, 3369994]}",2021-01-14T17:23:16Z
,"{'total': 7, 'user_ids': [3950756, 805448, 3737084, 4754246, 4249549, 4774834, 4782644]}",2021-02-10T22:33:03Z
,"{'total': 1, 'user_ids': [706407]}",2021-01-22T17:45:48Z
,,2021-01-25T15:38:15Z
,,2021-02-02T17:44:08Z
,,2021-02-05T04:47:29Z
,"{'total': 1, 'user_ids': [697168]}",2021-01-22T17:35:39Z
,"{'total': 6, 'user_ids': [3281814, 3574060, 4424307, 3608020, 3776300, 4512527]}",2021-02-09T19:17:04Z
,"{'total': 5, 'user_ids': [4718846, 4402545, 4688361, 4526585, 4376169]}",2021-02-03T13:38:34Z
,,2021-02-01T18:59:40Z
,"{'total': 5, 'user_ids': [3579849, 3903946, 2240977, 3678341, 1366690]}",2021-02-05T16:10:47Z
,"{'total': 12, 'user_ids': [3676715, 4542465, 4340371, 2256135, 3669415, 3484573, 3675285, 2277941, 4605306, 4500593, 2853529, 2837300]}",2021-01-25T15:30:16Z
,,2021-02-03T20:14:17Z
"{'reshared_count': 1, 'user_ids': [3568851]}","{'total': 1, 'user_ids': [3573175]}",2021-01-27T18:48:21Z
,"{'total': 1, 'user_ids': [4629560]}",2021-01-27T11:18:55Z
,,2021-02-04T16:23:29Z
,"{'total': 8, 'user_ids': [4287987, 1863897, 4164562, 648103, 4557354, 3634423, 4472898, 4613384]}",2021-01-21T15:57:07Z
"{'reshared_count': 1, 'user_ids': [961009]}","{'total': 6, 'user_ids': [4627611, 3026122, 4730711, 933889, 3616090, 4658656]}",2021-01-28T00:20:41Z
,"{'total': 2, 'user_ids': [5097279, 4323550]}",2021-02-25T20:38:33Z
,"{'total': 2, 'user_ids': [4813376, 4594177]}",2021-02-01T03:30:16Z
"{'reshared_count': 1, 'user_ids': [848952]}","{'total': 3, 'user_ids': [3105710, 4652321, 5113596]}",2021-02-25T23:19:37Z
,"{'total': 1, 'user_ids': [3468847]}",2021-02-01T04:06:10Z
,"{'total': 1, 'user_ids': [1666873]}",2021-02-03T16:25:45Z
,,2021-02-05T16:38:02Z
,,2021-02-25T04:41:17Z
,,2021-02-02T16:55:12Z
,"{'total': 3, 'user_ids': [1441337, 1979627, 210805]}",2021-01-30T07:02:09Z
,"{'total': 1, 'user_ids': [3723077]}",2021-02-25T21:59:34Z
,"{'total': 1, 'user_ids': [10041]}",2021-01-26T14:42:41Z
,"{'total': 4, 'user_ids': [3033999, 3555930, 3324828, 4092516]}",2021-01-08T18:23:02Z
,"{'total': 4, 'user_ids': [1259327, 2871768, 4491099, 3994611]}",2021-02-25T14:36:33Z
"{'reshared_count': 1, 'user_ids': [4013826]}",,2021-01-26T18:17:04Z
,,2021-01-25T17:34:46Z
,"{'total': 3, 'user_ids': [1192003, 3346675, 4417486]}",2021-02-03T20:15:55Z
